Source,Text,GT,NLTK,Transformers,TextLength
amazon,I have yet to run this new battery below two bars and that's three days without charging.	,1,0.0,-0.9931745529174805,90
amazon,I bought it for my mother and she had a problem with the battery.	,0,-0.4019,-0.999301016330719,66
amazon,Great Pocket PC / phone combination.	,1,0.6249,0.999617338180542,37
amazon,I've owned this phone for 7 months now and can say that it's the best mobile phone I've had.	,1,0.6369,0.9994944930076599,93
amazon,I didn't think that the instructions provided were helpful to me.	,0,0.4215,-0.9996739029884338,66
amazon,People couldnt hear me talk and I had to pull out the earphone and talk on the phone.	,0,0.0,-0.9993699789047241,86
amazon,Doesn't hold charge.	,0,0.0,-0.999721884727478,21
amazon,"This is a simple little phone to use, but the breakage is unacceptible.	",0,0.0,-0.9964221119880676,72
amazon,This product is ideal for people like me whose ears are very sensitive.	,1,0.7096,0.9996338486671448,72
amazon,It is unusable in a moving car at freeway speed.	,0,0.0516,-0.9944720268249512,49
amazon,I have two more years left in this contract and I hate this phone.	,0,-0.5719,-0.999592661857605,67
amazon,Car charger as well as AC charger are included to make sure you never run out of juice.Highy recommended	,1,0.6369,0.9996230006217957,105
amazon,You need at least 3 mins to get to your phone book from the time you first turn on the phone.Battery life is short.	,0,0.0,-0.9995877742767334,116
amazon,It has kept up very well.	,1,0.3384,0.9998279809951782,26
amazon,Poor Talk Time Performance.	,0,-0.4767,-0.999803900718689,28
amazon,The case is great and works fine with the 680.	,1,0.7096,0.9998295903205872,47
amazon,worthless product.	,0,-0.4404,-0.9997990727424622,19
amazon,"It has a great camera thats 2MP, and the pics are nice and clear with great picture quality.	",1,0.9274,0.9998729228973389,93
amazon,I was not impressed by this product.	,0,-0.3724,-0.9975625276565552,37
amazon,Nice headset priced right.	,1,0.4215,0.9995772838592529,27
amazon,I only hear garbage for audio.	,0,0.0,-0.9997390508651733,31
amazon,Excellent bluetooth headset.	,1,0.5719,0.9997937083244324,29
amazon,It has all the features I want	,1,0.0772,0.9992461800575256,31
amazon,Who in their right mind is gonna buy this battery?.	,0,0.0,-0.9988461136817932,52
amazon,AFTER ARGUING WITH VERIZON REGARDING THE DROPPED CALLS WE RETURNED THE PHONES AFTER TWO DAYS.	,0,-0.4588,-0.9973999261856079,94
amazon,This case seems well made.	,1,0.2732,0.9994902014732361,27
amazon,Disappointed with battery.	,0,-0.4767,-0.9997879266738892,27
amazon,Not loud enough and doesn't turn on like it should.	,0,-0.2755,0.8529778122901917,52
amazon,good protection and does not make phone too bulky.	,1,0.4404,0.9981901049613953,51
amazon,A usable keyboard actually turns a PDA into a real-world useful machine instead of just a neat gadget.	,1,0.7096,0.9176061749458313,103
amazon,This phone is pretty sturdy and I've never had any large problems with it.	,1,0.128,0.9988849759101868,75
amazon,I love this thing!	,1,0.6696,0.9998823404312134,19
amazon,Everything about it is fine and reasonable for the price i.e.	,1,0.2023,0.9993424415588379,62
amazon,VERY DISAPPOINTED.	,0,-0.5256,-0.9998056292533875,19
amazon,I even dropped this phone into a stream and it was submerged for 15 seconds and it still works great!	,1,0.6588,0.9995942711830139,102
amazon,I have been very happy with the 510 and have had NO complaints from any one regarding my sound quality on their end.	,1,-0.163,0.9891923069953918,117
amazon,The buttons for on and off are bad.	,0,-0.5423,-0.9997714161872864,36
amazon,Essentially you can forget Microsoft's tech support.	,0,0.2023,-0.9995391368865967,53
amazon,"I really recommend this faceplates since it looks very nice, elegant and cool.	",1,0.8901,0.9998685121536255,79
amazon,These headphones were a great find - and I think they are perhaps the best purchase I've made in the last several years - seriously.	,1,0.8225,0.9996251463890076,133
amazon,Buy a different phone - but not this.	,0,0.0,-0.9966570734977722,38
amazon,You have to hold the phone at a particular angle for the other party to hear you clearly.	,0,0.6597,-0.9666321277618408,90
amazon,The one big drawback of the MP3 player is that the buttons on the phone's front cover that let you pause and skip songs lock out after a few seconds.	,0,0.0,-0.9928373098373413,150
amazon,"A week later after I activated it, it suddenly died.	",0,-0.5574,-0.9994129538536072,53
amazon,It feels more comfortable than most headsets because I wear glasses and that gets in the way sometimes.	,1,0.5563,0.9962234497070312,104
amazon,Great for iPODs too.	,1,0.6249,0.9996103644371033,21
amazon,This device is great in several situations:1.)	,1,0.6249,0.9995788335800171,47
amazon,Mic Doesn't work.	,0,0.0,-0.9997511506080627,18
amazon,"Even in my BMW 3 series which is fairly quiet, I have trouble hearing what the other person is saying.	",0,-0.4019,-0.9958832859992981,103
amazon,Great choice!	,1,0.6588,0.9998640418052673,14
amazon,Nice docking station for home or work.	,1,0.4215,0.9985558986663818,39
amazon,This is a beautiful phone.	,1,0.5994,0.9997363686561584,27
amazon,Love this product.	,1,0.6369,0.9998805522918701,19
amazon,Do Not Buy for D807...wrongly advertised for D807.	,0,0.0,-0.9967761635780334,51
amazon,This is a great little item.	,1,0.6249,0.9998337626457214,29
amazon,"I love this phone , It is very handy and has a lot of features .	",1,0.6369,0.9998160004615784,65
amazon,I purchased this and within 2 days it was no longer working!!!!!!!!!	,0,-0.5216,-0.9993948936462402,69
amazon,I wear it everyday and it holds up very well.	,1,0.3384,0.9998804330825806,46
amazon,Not a good bargain.	,0,-0.4585,-0.9997766613960266,20
amazon,"Well packaged, arrived on time, and works as intended.	",1,0.2732,0.9995608329772949,55
amazon,The battery runs down quickly.	,0,0.0,-0.9997683763504028,31
amazon,"This item worked great, but it broke after 6 months of use.	",0,-0.2846,-0.9988282918930054,60
amazon,The headsets are easy to use and everyone loves them.	,1,0.765,0.9998142123222351,54
amazon,This phone works great.	,1,0.6249,0.9997828006744385,24
amazon,The construction of the headsets is poor.	,0,-0.4767,-0.9998019933700562,42
amazon,Product was excellent and works better than the verizon one and Boy was it cheaper!	,1,0.784,0.9997016787528992,84
amazon,The phone loads super!	,1,0.636,-0.9822016954421997,23
amazon,"For a product that costs as much as this one does, I expect it to work far better and with greater ease than this thing does.	",0,0.7845,0.8766714334487915,126
amazon,Made very sturdy.	,1,0.0,0.9998184442520142,18
amazon,Worked great!.	,1,0.0,0.9997720122337341,15
amazon,The ear buds only play music in one ear.	,0,0.34,-0.9902177453041077,41
amazon,Dont waste your money...	,0,0.3252,-0.9875469207763672,25
amazon,Will order from them again!	,1,0.0,0.9950345158576965,28
amazon,If you plan to use this in a car forget about it.	,0,-0.2263,-0.9996411204338074,50
amazon,I found this product to be waaay too big.	,0,0.0,-0.9997937679290771,42
amazon,Best I've found so far .... I've tried 2 other bluetooths and this one has the best quality (for both me and the listener) as well as ease of using.	,1,0.9186,0.9994128942489624,149
amazon,I'm very disappointed with my decision.	,0,-0.5256,-0.9997645616531372,40
amazon,Integrated seamlessly with the Motorola RAZR phone.	,1,0.0,0.5920898914337158,52
amazon,"Buyer Beware, you could flush money right down the toilet.	",0,0.0,-0.9995673894882202,59
amazon,Definitely a bargain.	,1,0.5423,0.9958409667015076,22
amazon,The price was very good and with the free shipping and all it was a good purchase.	,1,0.8653,0.9995864629745483,83
amazon,I received my supposedly new motorola 375 and apparently there was not a match between the phone and the charger.	,0,0.0,-0.9997206330299377,114
amazon,"Pros:-Good camera - very nice pictures , also has cool styles like black and white, and more.	",1,0.7841,0.9998771548271179,94
amazon,"That's a huge design flaw (unless I'm not using it correctly, which I don't think is the case).	",0,0.3182,-0.9997792840003967,96
amazon,"I love my 350 headset.. My Jabra350 bluetooth headset is great, the reception is very good and the ear piece is a comfortable fit.	",1,0.9538,0.9998748302459717,131
amazon,"The camera, although rated at an impressive 1.3 megapixels, renders images that fall well below expectations of such a relatively high resolution.	",0,0.6597,-0.9853330850601196,147
amazon,I purcashed this for the car charger and it does not work.	,0,0.0,-0.9997743964195251,59
amazon,"Sound quality on both end is excellent, I use headset to call my wife and ask my wife to use headset to call me !2.	",1,0.6114,0.9995407462120056,116
amazon,This phone is slim and light and the display is beautiful.	,1,0.5994,0.9997699856758118,59
amazon,its a little geeky but i think thats its sex on toast and it rocks and oozes sex right down to its battery embedded sleek stylish leather case.	,1,-0.0396,0.9989346861839294,144
amazon,"Great product, fast shipping!.	",1,0.6588,0.9997888803482056,31
amazon,Absolutely great.	,1,0.659,0.9998593330383301,18
amazon,The keyboard is a nice compromise between a full QWERTY and the basic cell phone number keypad.	,1,0.4767,0.9764689207077026,96
amazon,i got this phone around the end of may and i'm completely unhappy with it.	,0,-0.4754,-0.9997426867485046,75
amazon,It is very comfortable on the ear.	,1,0.5563,0.9998198747634888,35
amazon,It has been a winner for us.	,1,0.5859,0.9998524188995361,29
amazon,)Setup couldn't have been simpler.	,1,0.0,-0.9885590076446533,35
amazon,I've tried several different earpieces for my cell phone and this Jabra one is the first one I've found that fits my ear comfortably.	,1,0.4215,0.9991680383682251,134
amazon,Could not get strong enough signal.	,0,-0.4023,-0.9997718930244446,36
amazon,Iam very pleased with my purchase.	,1,0.4927,0.999849259853363,35
amazon,Bad Quality.	,0,-0.5423,-0.9998010993003845,13
amazon,Gets the job done.	,1,0.0,0.9995660185813904,19
amazon,Great audio!.	,1,0.6588,0.9998759627342224,14
amazon,Basically the service was very bad.	,0,-0.5849,-0.9998156428337097,36
amazon,it did not work in my cell phone plug i am very up set with the charger!.	,0,0.0,-0.9997014999389648,74
amazon,"I've only had my bluetooth for a few weeks, but I really like it.	",1,0.5704,0.9996171593666077,66
amazon,The BT headset was such a disapoinment.	,0,0.0,-0.9996500015258789,40
amazon,It is so small and you don't even realize that it is there after a while of getting used to it.	,1,0.0,-0.9878286123275757,96
amazon,The accompanied software is almost brilliant.	,1,0.5434,0.9998418092727661,46
amazon,Headset works great & was packaged nicely to avoid any damage.	,1,0.3818,0.9996255040168762,63
amazon,!I definitly recommend!!	,1,0.5229,0.9996021389961243,25
amazon,Buyer--Be Very Careful!!!!!.	,0,0.0,0.6244422793388367,29
amazon,The majority of the Logitech earbud headsets failed.	,0,-0.5106,-0.9997425675392151,53
amazon,Very good stuff for the price.	,1,0.4927,0.9998600482940674,31
amazon,My headset works just peachy-keen.	,1,0.0,0.9988752603530884,35
amazon,In my house I was getting dropped coverage upstairs and no coverage in my basement.	,0,-0.296,-0.999726414680481,84
amazon,Voice recognition is tremendous!	,1,0.0,0.9998821020126343,33
amazon,What a waste.	,0,-0.4215,-0.9997941255569458,14
amazon,"During several different 2 minute calls, I experienced 5 drops and it was in an area that had 5 bars.	",0,0.0,-0.9869626760482788,102
amazon,I was not happy with this item.	,0,-0.4585,-0.9997986555099487,32
amazon,very disappointed.	,0,-0.5256,-0.9998056292533875,19
amazon,The phone takes FOREVER to charge like 2 to 5 hours literally.	,0,0.3612,-0.9972361922264099,63
amazon,I got this phone on reccomendation from a relative and I'm glad I did.	,1,0.4588,0.9948867559432983,71
amazon,What a waste of time!	,0,-0.4753,-0.9997847080230713,22
amazon,Its reception is very very poor.	,0,-0.5678,-0.9998036026954651,33
amazon,Items stated as included from the description ARE NOT INCLUDED.	,0,0.0,-0.9991694688796997,64
amazon,"After 3 months, screen just went black all of a sudden.	",0,0.0,-0.9995235204696655,56
amazon,I Was Hoping for More.	,0,0.4215,0.9642443060874939,23
amazon,"Audio Quality is poor, very poor.	",0,-0.7351,-0.9998063445091248,34
amazon,I had absolutely no problem with this headset linking to my 8530 Blackberry Curve!	,1,-0.6969,0.8589492440223694,83
amazon,"I know that sounds funny, but to me it seemed like sketchy technology that wouldn't work well.Well, this one works great.	",1,0.8968,0.8388552665710449,122
amazon,I've bought $5 wired headphones that sound better than these.	,0,0.4404,-0.9561121463775635,62
amazon,This phone is very fast with sending any kind of messages and web browsing is significantly faster than previous phones i have used.	,1,0.0,0.992009699344635,133
amazon,"Nice quality build, unlike some cheap s*** out there.	",1,0.4215,0.9996979236602783,54
amazon,This item is fantastic and works perfectly!	,1,0.8439,0.9998735189437866,44
amazon,And I just love the colors!	,1,0.6696,0.9998891949653625,28
amazon,W810i is just SUPERB.	,1,0.7034,0.9998425841331482,22
amazon,"All I can do is whine on the Internet, so here it goes.The more I use the thing the less I like it.	",0,-0.0754,-0.9984092712402344,100
amazon,Great charger.	,1,0.6249,0.9998836517333984,15
amazon,This is essentially a communications tool that does not communicate.	,0,0.0,-0.9997428059577942,69
amazon,Works like a charm; it work the same as the one I got with the phone.	,1,0.6369,0.9997540712356567,70
amazon,"I still maintain that monkeys shouldn't make headphones, we just obviously don't share enough DNA to copy the design over to humans.	",0,-0.2235,-0.9995102286338806,133
amazon,Great Value.	,1,0.7579,0.9998853206634521,13
amazon,Doesn't work at all.. I bougth it for my L7c and its not working.	,0,0.0,-0.9997426271438599,66
amazon,"The look of it is very sharp and the screen is nice and clear, with great graphics.	",1,0.8591,0.999884843826294,84
amazon,doesn't last long.	,0,0.0,-0.9360983967781067,19
amazon,One thing I hate is the mode set button at the side.	,0,-0.5719,-0.9972193837165833,53
amazon,EXCELLENT SERVICE!!!!!!!!.	,1,0.7067,0.9998666048049927,27
amazon,Thank you for wasting my money.	,0,-0.0516,-0.9989866018295288,32
amazon,How can that be?The audio quality is poor.	,0,-0.4767,-0.9998089671134949,43
amazon,The iGo chargers and tips are really great.	,1,0.659,0.9998461604118347,44
amazon,The file browser offers all the options that one needs.Handsfree is great.	,1,0.6249,0.9996631145477295,75
amazon,Superb Phone on a Great Network.	,1,0.8481,0.9995841979980469,33
amazon,"I connected my wife's bluetooth,(Motorola HS850) to my phone and it worked like a charm whether the phone was in my pocket or the case.	",1,0.6369,0.9485570192337036,136
amazon,"I put the latest OS on it (v1.15g), and it now likes to slow to a crawl and lock up every once in a while.	",0,0.4215,-0.9748062491416931,107
amazon,It only recognizes the Phone as its storage device.	,0,0.0,-0.9993642568588257,52
amazon,"If you like a loud buzzing to override all your conversations, then this phone is for you!	",0,0.4199,-0.857365071773529,91
amazon,Don't buy this product.	,0,0.0,-0.9956852197647095,24
amazon,I've had this bluetoooth headset for some time now and still not comfortable with the way it fits on the ear.	,0,-0.4023,-0.9992380142211914,110
amazon,The sound quality is good and functionality is awesome.	,1,0.7906,0.9998788833618164,56
amazon,"I have this phone and it is a thorn in my side, I really abhor it.	",0,-0.5095,-0.970051109790802,67
amazon,I recently had problems where I could not stay connected for more than 10 minutes before being disconnected.	,0,-0.4019,-0.9976590871810913,109
amazon,Incredible!.	,1,0.0,0.9998783469200134,13
amazon,Design Flaw?.	,0,0.0,-0.9997602701187134,14
amazon,Great phone!.	,1,0.6588,0.999848484992981,14
amazon,Waste of 13 bucks.	,0,-0.4215,-0.9997962713241577,19
amazon,"But when I check voice mail at night, the keypad backlight turns off a few seconds into the first message, and then I'm lost.	",0,-0.3182,-0.999674379825592,126
amazon,The replacement died in a few weeks.	,0,-0.5574,-0.9987514019012451,37
amazon,Any ring tone..Overall good phone to buy..	,1,0.4404,0.998654305934906,43
amazon,Lately they have been extremely nice and helpful on the phone.	,1,0.7316,0.9976022243499756,63
amazon,I have had problems wit hit dropping signal and more.	,0,-0.4019,-0.9993488788604736,54
amazon,Not impressed.	,0,-0.3724,-0.9996049404144287,15
amazon,"Light weight, I hardly notice it is there.	",1,0.0,0.9283117651939392,43
amazon,You'll love how thin it is.	,1,0.6369,-0.9917777180671692,28
amazon,Bad Choice.	,0,-0.5423,-0.9998024106025696,12
amazon,The pleather case doesn't fit.	,0,-0.2755,-0.9998018145561218,31
amazon,"useless phone, simply deaf.	",0,-0.4215,-0.9997736215591431,28
amazon,"The color is even prettier than I thought it would be, and the graphics are incredibly sharp.	",1,0.4767,0.9998424649238586,94
amazon,All in all I think it was a good investment.	,1,0.4404,0.9996324181556702,45
amazon,It makes very strange ticking noises before it ends the call.	,0,-0.2716,-0.9866291284561157,62
amazon,The best electronics of the available FM Transmitters.	,1,0.6369,0.9997765421867371,55
amazon,Battery lasts only a few hours.	,0,0.0,-0.983789324760437,32
amazon,"great headset, very impressed - H500.	",1,0.8173,0.9995255470275879,38
amazon,"The ""1.2"" mega pixel camera, being a part of a phone, is reasonably good7.	",1,0.0,0.9924740791320801,75
amazon,I've had this for nearly 2 years and it has worked great for me.	,1,0.6249,0.9998270869255066,65
amazon,Good transmit audio.	,1,0.4404,0.999774158000946,21
amazon,We are sending it back.	,0,0.0,-0.9697108864784241,24
amazon,I did not bother contacting the company for few dollar product but I learned the lesson that I should not have bought this form online anyway.	,0,0.1326,-0.9986787438392639,143
amazon,"If you hate earbugs, avoid this phone by all means.	",0,-0.7096,-0.9983684420585632,52
amazon,Great price also!	,1,0.6588,0.999731183052063,18
amazon,"The range is very decent, I've been able to roam around my house with the phone in the living room with no reception/sound quality issues.	",1,-0.296,0.99945467710495,139
amazon,fast service.	,1,0.0,0.9994139671325684,14
amazon,I would highly recommend this.	,1,0.4201,0.9997504949569702,31
amazon,I would recommend this.	,1,0.3612,0.999605655670166,24
amazon,"I also didn't like the ""on"" button, it felt like it would crack with use.	",0,-0.4973,-0.937125027179718,74
amazon,WORST PHONE EVER.	,0,-0.6249,-0.9997842907905579,18
amazon,I'm still infatuated with this phone.	,1,0.0516,0.9937136173248291,38
amazon,Freezes frequently4.	,0,-0.0258,-0.9585957527160645,21
amazon,It's kind of embarrassing to use because of how it looks and mostly it's embarrassing how child-like the company is.	,0,-0.699,-0.9997230172157288,117
amazon,"Simple, lightweight and great fit.	",1,0.765,0.9998578429222107,35
amazon,"All in all, I'd expected a better consumer experience from Motorola.	",0,0.4404,-0.9943061470985413,69
amazon,There's a horrible tick sound in the background on all my calls that I have never experienced before.	,0,-0.5423,-0.9939521551132202,102
amazon,These are certainly very comfortable and functionality is decent.	,1,0.7178,0.9998699426651001,66
amazon,I usually don't like headbands but this one is very lightweight & doesn't mess up my hair.	,1,0.3623,0.9748611450195312,91
amazon,I'm a bit disappointed.	,0,-0.4767,-0.9997262954711914,24
amazon,"I have had this phone for over a year now, and I will tell you, its not that great.	",0,-0.5096,-0.9995797872543335,84
amazon,I ordered this for sony Ericsson W810i but I think it only worked once (thats when I first used it).	,0,0.0,-0.9980901479721069,101
amazon,The battery is completely useless to me.	,0,-0.4754,-0.999764621257782,41
amazon,What a big waste of time.	,0,-0.4215,-0.9997952580451965,26
amazon,Don't waste your $$$ on this one.	,0,0.3252,-0.9153568148612976,34
amazon,Great sound and service.	,1,0.6249,0.999883234500885,25
amazon,Really pleased with this product so far.	,1,0.4927,0.9998564124107361,41
amazon,One of my favorite purchases ever.	,1,0.4588,0.999016284942627,35
amazon,best bluetooth on the market.	,1,0.6369,0.999206006526947,30
amazon,Authentic leather with nice shine and comfort .I recommend you this case !!	,1,0.8118,0.9998704195022583,76
amazon,I was very excited to get this headset because I thought it was really cute.	,1,0.7172,0.9995579719543457,77
amazon,Do not make the same mistake as me.	,0,-0.34,0.9975855350494385,36
amazon,Big Disappointment with calendar sync.	,0,-0.5106,-0.9998114705085754,39
amazon,the phone was unusable and was not new.	,0,0.0,-0.9996965527534485,40
amazon,Worst Customer Service Ever.	,0,-0.6249,-0.9997882843017578,29
amazon,"No additional ear gels provided, and no instructions whatsoever.	",0,-0.5267,-0.9996556639671326,65
amazon,It defeats the purpose of a bluetooth headset.	,0,-0.3182,-0.9997795820236206,47
amazon,Worth every penny.	,1,0.2263,0.9996664524078369,19
amazon,Excellent wallet type phone case.	,1,0.5719,0.9994550943374634,34
amazon,Nice headphones for the price and they work great!	,1,0.8016,0.9998660683631897,51
amazon,Internet is excrutiatingly slow.	,0,0.0,-0.9997256398200989,33
amazon,"It is very comfortable to wear as well, which is probably the most important aspect about using a case.	",1,0.7774,0.9994914531707764,104
amazon,"It's fits like a glove and is strong, secure, and durable.	",1,0.802,0.9998700618743896,59
amazon,O my gosh the best phone I have ever had.	,1,0.6369,0.9979496002197266,42
amazon,It's very attractive and appears to be of good quality.	,1,0.7264,0.9998636841773987,56
amazon,I love all the features and form factor.	,1,0.6369,0.999875545501709,41
amazon,This product had a strong rubber/petroleum smell that was unbearable after a while and caused me to return it	,0,0.5106,-0.9338796734809875,110
amazon,poor quality and service.	,0,-0.4767,-0.9994527101516724,26
amazon,"The cable looks so thin and flimsy, it is scary.	",0,-0.4939,-0.6241213083267212,49
amazon,Great Earpiece.	,1,0.6249,0.9996854662895203,16
amazon,Excellent hands free tool.	,1,0.7906,0.9998214840888977,27
amazon,Great for using with your home stereo.	,1,0.6249,0.9983495473861694,39
amazon,Good product - incredible value.	,1,0.6486,0.9998884201049805,33
amazon,Only had this a month but it's worked flawlessly so far.	,1,0.296,0.9997967481613159,57
amazon,Works great.	,1,0.6249,0.9998718500137329,13
amazon,Absolutel junk.	,0,0.0,-0.9998018741607666,16
amazon,THAT one didn't work either.	,0,0.0,-0.999729573726654,29
amazon,Battery life is real good.	,1,0.4404,0.9998573660850525,27
amazon,Returned 8 hours later.	,0,0.0,0.814426839351654,24
amazon,It's a great item.	,1,0.6249,0.9998855590820312,19
amazon,Don't waste your money!.	,0,0.3867,0.9281825423240662,25
amazon,Love this headset!	,1,0.6696,0.9998794794082642,19
amazon,"Not only will it drain your player, but may also potentially fry it.	",0,0.0,-0.9989523887634277,69
amazon,Worked perfectly!	,1,0.6696,0.9998596906661987,18
amazon,Unreliable - I'm giving up.	,0,0.34,-0.9994732737541199,28
amazon,I gave it 5 stars because of the sound quality.	,1,0.0,0.9983999133110046,48
amazon,Avoid this one if you can.	,0,-0.296,-0.9996099472045898,27
amazon,Reversible plug works great.	,1,0.6249,0.9997732043266296,29
amazon,I wasted my little money with this earpiece.	,0,-0.4939,-0.9997888207435608,45
amazon,Very good phone.	,1,0.4927,0.9998655319213867,17
amazon,"Best of all is the rotating feature, very helpful.	",1,0.807,0.9996296763420105,51
amazon,Comfort for our whole family.	,1,0.3612,0.999853253364563,30
amazon,"Good product, good seller.	",1,0.7003,0.9998492002487183,27
amazon,I love this bluetooth!	,1,0.6696,0.9998723268508911,23
amazon,"First of all, it doesn't wear well.	",0,-0.2057,-0.9995743632316589,36
amazon,I am very impressed with this headset from Plantronics.	,1,0.5256,0.9997392892837524,56
amazon,I got it because it was so small and adorable.	,1,0.5367,0.9998181462287903,47
amazon,Great phone!.	,1,0.6588,0.999848484992981,14
amazon,I wouldn't recommend buying this product.	,0,-0.2755,-0.9380315542221069,42
amazon,Piece of Junk.	,0,0.0,-0.9997966289520264,15
amazon,Poorly contstruct hinge.	,0,0.0,-0.9997906684875488,25
amazon,"This item is great, installed it, let it charged up overnite and it has been working good every since with no problems	",1,0.3182,0.999211847782135,119
amazon,Great Phone.	,1,0.6249,0.9998034238815308,13
amazon,Don't buy it.	,0,0.0,-0.9984323978424072,14
amazon,Excellent Phone.	,1,0.5719,0.9998329281806946,17
amazon,DO NOT PURCHASE THIS PHONE.	,0,0.0,-0.9995586276054382,28
amazon,The voice recognition thru the handset is excellent.	,1,0.5719,0.9998112320899963,53
amazon,This is hands down the best phone I've ever had.	,1,0.6369,0.9599471092224121,49
amazon,"Works great, when my cat attacked the phone he scratched the protective strip instead of destroying the screen.	",1,-0.3612,0.9979150295257568,112
amazon,This one works and was priced right.	,1,0.0,0.999749481678009,37
amazon,Customer service was terrible.	,0,-0.4767,-0.9996775388717651,31
amazon,Battery life still not long enough in Motorola Razor V3i.	,0,0.0,-0.972368061542511,58
amazon,Sending it back.	,0,0.0,0.9312308430671692,17
amazon,Now I know that I made a wise decision.	,1,0.4767,0.9993960857391357,40
amazon,Someone shouldve invented this sooner.	,1,0.0,-0.9987994432449341,39
amazon,Good price.	,1,0.4404,0.9998508095741272,12
amazon,Everything worked on the first try.The device was certainly engineered in a clever way and the construction feels good.	,1,0.8074,0.9997792840003967,120
amazon,I received it quickly and it works great!!	,1,0.6892,0.9998695850372314,43
amazon,Has been working great.	,1,0.6249,0.9998722076416016,24
amazon,"As many people complained, I found this headset's microphone was very weak.	",0,-0.7089,-0.9997759461402893,76
amazon,My 5-year old Nokia 2160 from Tracfone holds the charge a lot better than this.	,0,0.4404,0.9984948039054871,80
amazon,They do not care about the consumer one bit.	,0,-0.3875,-0.9997016787528992,45
amazon,"This is a good battery, and it got here really fast.	",1,0.4404,0.9995318055152893,53
amazon,The instruction manual is lacking.	,0,0.0,-0.9997747540473938,35
amazon,Also its slim enough to fit into my alarm clock docking station without removing the case.	,1,0.0258,-0.9724075198173523,91
amazon,Phone now holds charge like it did when it was new.	,1,0.3612,0.9914724826812744,52
amazon,The battery is unreliable as well as the service use antena.	,0,0.2732,-0.9994088411331177,61
amazon,It's uncomfortable and the sound quality is quite poor compared with the phone (Razr) or with my previous wired headset (that plugged into an LG).	,0,-0.7178,-0.9998034238815308,147
amazon,We have gotten a lot of compliments on it.	,1,0.4019,0.9997622966766357,43
amazon,This is definitely a must have if your state does not allow cell phone usage while driving.	,1,0.2579,-0.9189260601997375,92
amazon,I want my money back.	,0,0.0772,-0.9988798499107361,22
amazon,I love this device.	,1,0.6369,0.9998788237571716,20
amazon,I am also very happy with the price.	,1,0.6115,0.9998782873153687,37
amazon,I ordered this product first and was unhappy with it immediately.	,0,-0.4215,-0.9995800852775574,66
amazon,The Ngage is still lacking in earbuds.	,0,0.0,-0.9996238350868225,39
amazon,I was able to do voice dialing in the car with no problem.	,1,-0.5994,0.9968302249908447,59
amazon,"I have 2-3 bars on my cell phone when I am home, but you cant not hear anything.	",0,0.0,-0.9980103969573975,81
amazon,"good item, low price.	",1,0.2023,0.9991325736045837,22
amazon,"However-the riingtones are not the best, and neither are the games.	",0,-0.5216,-0.9995326995849609,68
amazon,The plug did not work very well.	,0,-0.2572,-0.9997722506523132,33
amazon,AMAZON SUCKS.	,0,-0.2023,-0.999567985534668,14
amazon,Rip off---- Over charge shipping.	,0,0.0,-0.9991704225540161,34
amazon,VERY comfortable.	,1,0.6515,0.9998679757118225,18
amazon,The battery is working well as a replacement for the original that came with the phone over 2 years ago.	,1,0.5267,-0.9447120428085327,105
amazon,The reception is excellent!	,1,0.6114,0.9998720288276672,28
amazon,"It fits comfortably in either ear, the sound is clear and loud, and the charge lasts a couple of days.	",1,0.6597,0.9984016418457031,103
